1: 1: コロナ禍のmake you happy は名曲でした。 | Sentiment: 5 stars | Score: 0.33
719: 714: yorushika lets gooooo 9:52 | Sentiment: 1 star | Score: 0.38
720: 715: 6:47 i still hear my online nickname 🔥(kierek kierek down... yk) | Sentiment: 1 star | Score: 0.38
721: 716: 29:48 i remember this being everywhere when i was in school ....can&#39;t believe this was from japan | Sentiment: 1 star | Score: 0.48
722: 717: weird seeing so many random songs i&#39;ve found on spotify in the top 100 | Sentiment: 5 stars | Score: 0.37
723: 718: ppapでフリーズするのはまぁその…わかるよジャンルとか違うけどそのうち古い楽曲とか演歌聞いてほしいなぁ | Sentiment: 3 stars | Score: 0.30
724: 719: just realized nicks never reacted to yorushika | Sentiment: 1 star | Score: 0.52
725: 720: nick has returned to his peak! | Sentiment: 5 stars | Score: 0.32
726: 721: my top favorite japanese music:- yoasobi- mami kawada- bish- yousei teikoku- uverworld - tk- egoist- fripside- ado- konomi suzuki- kenshi yonezu- lisa- reona- minami- myth &amp; road- garnidellia- band-maid- hanabi- man with a mission- fear and loathing in las vegas- kotoko- gackt- the gazette- galnerius- x-japan- higuchi-ai- coldrain- one ok rock- sid- flow.- mili- mauy maeshima- nonoc- zaq- aimer- waggakki band- kokia- kanako itou- junna- spyre- the oral cigarette- imperial circus decade decadence | Sentiment: 5 stars | Score: 0.83
727: 722: 思ってたより日本の曲いっぱい知ってくれててうれしいです！！ | Sentiment: 5 stars | Score: 0.41
728: 723: the top 10 is sucks.80〜90 or 11〜20 is better | Sentiment: 1 star | Score: 0.42
729: 724: 39 iconic fucking tokyo ghoul opening will forevrr be in my heart idgaf😭 | Sentiment: 5 stars | Score: 0.75
730: 725: bro where the hell are the one piece opening at | Sentiment: 1 star | Score: 0.43
731: 726: 25:09 that my ringtone | Sentiment: 1 star | Score: 0.34
732: 727: what we&#39;re all here for 29:48 | Sentiment: 5 stars | Score: 0.29
733: 728: finally, japanese youtube has started infiltrating english-speaking reaction youtube.it’s now only a matter of time before someone comes across yoyoyo-chan’s covers now! ✌️(yes, i would volunteer to help write a little cheat sheet for the japanese to help anyone reacting to her stuff) | Sentiment: 1 star | Score: 0.43
734: 729: 無量空処喰らってて草 | Sentiment: 1 star | Score: 0.51
735: 730: i have most of these songs in my playlists already, i feel proud 😂 | Sentiment: 5 stars | Score: 0.71
736: 731: 間違いなく世界で一番の音楽大国です😊 | Sentiment: 5 stars | Score: 0.33
737: 732: mrs. green appleの新曲 『天国』をチェックしてみて下さい！かなりの衝撃です！ | Sentiment: 4 stars | Score: 0.36
738: 733: i was confident pretenders by higedan would at least be top 3 but i&#39;d take 6th. | Sentiment: 3 stars | Score: 0.34
739: 734: until ppap 😧😧?? | Sentiment: 1 star | Score: 0.38
740: 735: 29:47 his face😂😂😂😂😂😂😂😂 | Sentiment: 3 stars | Score: 0.23
741: 736: 31:23 &quot;i&#39;m not a meme guy. i hate memes.&quot;nick... you are a meme. | Sentiment: 1 star | Score: 0.52
742: 737: youtubeやspotifyなどの台頭と、アニメが市民権得たことで最近のアニメ主題歌が多くランクインしてるけど、一昔前のドラマの主題歌とかもいい曲が多いんだよなぁ…日本のドラマまで紹介するの難しいけど… | Sentiment: 2 stars | Score: 0.30
743: 738: мы все уже заранее знаем что в топ 1 будет lemon от кенши ёнезу | Sentiment: 5 stars | Score: 0.47
744: 739: kizaru in number five is crazy | Sentiment: 5 stars | Score: 0.25
745: 740: please keep reacting to boruto skip whatever you want | Sentiment: 1 star | Score: 0.45
746: 741: no 5 is unbelievable 😂🤣 | Sentiment: 1 star | Score: 0.55
747: 742: one ok rockのこと知ってたのか！好きだからこそリアクションしてないのかな、きっと。やっぱりニックいい人だ | Sentiment: 5 stars | Score: 0.40
748: 743: it&#39;s never too late nick. you can learn japanese if you want. | Sentiment: 5 stars | Score: 0.29
749: 744: 98 i didn&#39;t know that song was japanese 😂 | Sentiment: 1 star | Score: 0.46
750: 745: this is the real top 100 japanese songs！！but mrs. green apple “soranji”is good！！ | Sentiment: 5 stars | Score: 0.43
751: 746: kanashii ureshii not being on the list is criminal ngl | Sentiment: 1 star | Score: 0.66
752: 747: masaki suda is a private friend of creepy nuts and has released song with them.kocchi no kento is masaki suda&#39;s younger brother, which was discovered after the song exploded.by the way, when i went to a certain high school for club activities, there was a student who had a ridiculously strong aura.he was later called masaki suda. | Sentiment: 4 stars | Score: 0.44
753: 748: w for back number | Sentiment: 3 stars | Score: 0.26
754: 749: i can read japanese now yehey!! i was reading the song names and conveniently was able to search them thanks to my studying. | Sentiment: 5 stars | Score: 0.38
755: 750: damn, bro&#39;s not a rapper anymore, he&#39;s american 😔 | Sentiment: 1 star | Score: 0.57
756: 751: これでも動画で紹介された曲は氷山の一角だから、もっといろんな曲聴いてほしいね❤ | Sentiment: 4 stars | Score: 0.35
757: 752: uverworld,サカナクション,unison square garden,sekai no owari,one ok rock,zaqおすすめきいてほしい！ | Sentiment: 5 stars | Score: 0.31
758: 753: kenshi yonezu, aimyon, official hige dandism, yuuri, sekai no owari, yuika, rokudenashi, yoasobi, yorushika are my favorite artists in the list. | Sentiment: 5 stars | Score: 0.75
759: my 10 most favorite are | Sentiment: 5 stars | Score: 0.97
760: 1. marigold - aimyon (one of my favorite japanese song of all time. nothing can beat this) | Sentiment: 5 stars | Score: 0.86
761: 2. eine kleine - kenshi yonezu (my most favorite kenshi song. i was blown away how talent he is) | Sentiment: 5 stars | Score: 0.71
762: 3. pretender - official hige dandism (my most favorite higedan song, still play until now) | Sentiment: 5 stars | Score: 0.61
763: 4. betelegeous - yuuri (best yuuri song. the first take version also very good) | Sentiment: 4 stars | Score: 0.50
764: 5. neko - dish// (one of the best song on the first take) | Sentiment: 5 stars | Score: 0.82
765: 6. ano yume wo nazzote - yoasobi (recently my favorite yoasobi song) | Sentiment: 5 stars | Score: 0.52
766: 7. cry baby - official hige dandism (my second most favorite higedan song) | Sentiment: 5 stars | Score: 0.74
767: 8. crying for a rain - minami (one of the best op) | Sentiment: 5 stars | Score: 0.69
768: 9. uchiage hanabi - daoko x kenshi yonezu (one of the best anime movie song of all time, what a collaboration) | Sentiment: 5 stars | Score: 0.84
769: 10. hakujitsu - king gnu (the first king gnu song that i ever heard, and this is banger) | Sentiment: 5 stars | Score: 0.51
770: 754: you should listening to the full song on this list that you never heard before. | Sentiment: 5 stars | Score: 0.30
771: 755: back number has more good music | Sentiment: 3 stars | Score: 0.34
772: 756: 5位で笑った | Sentiment: 5 stars | Score: 0.29
773: 757: bro how tf you don&#39;t know about ppap | Sentiment: 1 star | Score: 0.42
774: 758: yui聴いて欲しいなぁ | Sentiment: 5 stars | Score: 0.49
775: 759: waiting for spiderman | Sentiment: 3 stars | Score: 0.24
776: 760: ピコ太郎懐かしい | Sentiment: 5 stars | Score: 0.37
777: 761: i&#39;m actually surprised i know/can sing (badly) almost all of these song except around 10 of them that i haven&#39;t heard before. | Sentiment: 3 stars | Score: 0.25
778: 762: ニコラス兄貴には、the blue hearts聴いて欲しいな～。 | Sentiment: 5 stars | Score: 0.40
779: 763: 33:43 it’s the opening to a very popular reality tv series that’s popular in a crap ton of asian countries if i remember correctly. | Sentiment: 4 stars | Score: 0.24
780: 764: thanks nick for reacting to this based music video, my senses and music taste are again turning to japanese mode thanks to this 😭❤ time for peak vibe ✅ peak beats ✅ language understanding ❌ 😭 | Sentiment: 5 stars | Score: 0.47
781: 765: 4位の曲聞いたことあるけど何これ | Sentiment: 4 stars | Score: 0.28
782: 766: please give me your reactions to babymetal from me to u and ratatata 🙏 | Sentiment: 5 stars | Score: 0.26
783: 767: he&#39;s having the time of his life | Sentiment: 4 stars | Score: 0.28
784: 768: 29:48 kizaru is here | Sentiment: 1 star | Score: 0.39
785: 769: this is my list from now on 😊 | Sentiment: 5 stars | Score: 0.63
786: 770: ピコ太郎(ppap)が安倍さんとトランプさんと3ショット撮っていたの思い出して懐かしくなったわ | Sentiment: 4 stars | Score: 0.30
787: 771: 29:18 wow the lackluster reception to this movie couldn’t stop the song from reaching number frickin 7. | Sentiment: 1 star | Score: 0.60
788: 772: ピコ太郎で思考止まってんのほんとおもろい | Sentiment: 1 star | Score: 0.23
789: 773: ppapのリアクションに大爆笑しましたwwwww | Sentiment: 1 star | Score: 0.37
790: 774: this list is bullshit, misamo - do not touch has 118 million views, wtf | Sentiment: 1 star | Score: 0.89
791: 775: pikotaro and kizaru there is no sense of incongruity when putting them together.because uncle ppap and kizaru look so much alike | Sentiment: 3 stars | Score: 0.32
792: 776: one piece ost sucksbut the best cartoon of the year😅 | Sentiment: 5 stars | Score: 0.76
793: 777: 近年日本でもkpop系のアイドルが量産されているけどこう見るとやっぱ全然聞かれていないなランクインしたのniziuくらいか逆に韓国のtop100がどれだけkpopアイドルで埋めつくされるのかちょっと興味ある | Sentiment: 1 star | Score: 0.27
794: 778: nicholas! watch &#39;legend of the galactic heroes&#39; (the old 1988 version). it’s one of the most legendary pieces of media ever made. if you enjoy anime like death note, code geass, or aot, you will love it. imagine lelouch vs. l in space! you have to watch it; it’s an experience! | Sentiment: 5 stars | Score: 0.86
795: 779: 邦楽聴いて笑顔になってるニコラスを見るのが日課になってる!ｗ | Sentiment: 1 star | Score: 0.25
796: 780: meanwhile in the west... | Sentiment: 2 stars | Score: 0.29
797: 781: fake rankings | Sentiment: 1 star | Score: 0.56
798: 782: ニコラス兄貴ほんと表情筋豊かすぎる | Sentiment: 5 stars | Score: 0.36
799: 783: 28:47 big n just broke | Sentiment: 1 star | Score: 0.70
800: 784: i can&#39;t believe i recognised all the songs in the list, maybe i need to go touch some grass 😅 | Sentiment: 1 star | Score: 0.27
801: 785: 菅田将暉とこっちのけんとは兄弟です！ | Sentiment: 5 stars | Score: 0.33
802: 786: react sheena ringo instict and ado cover | Sentiment: 5 stars | Score: 0.34
803: 787: pineapple pen and tokyo drift lol | Sentiment: 5 stars | Score: 0.28
804: 788: lemonは日本人に染みるんだよねアンナチュラル（日本で一大ブームになったドラマ・アンナチュラル）でこの曲が流れるタイミングが完璧だった😢 | Sentiment: 5 stars | Score: 0.41
805: 789: 30:27 why kizaru is here😭 | Sentiment: 1 star | Score: 0.26
806: 790: ニックさん楽しいリアクションありがとう！これからもj-popをよろしく頼みます！ | Sentiment: 5 stars | Score: 0.72
807: 791: いつかでいいから日本語を理解してもう一度聞いてみてほしい。翻訳したらは直訳されるけど日本語で歌詞をみたらまた感動すると思う | Sentiment: 3 stars | Score: 0.27
808: 792: this was a fun video. just matching the songs i love from certain anime’s with the singers actual faces was great! | Sentiment: 4 stars | Score: 0.50
809: 793: bring more bleach reactions if you want :d | Sentiment: 1 star | Score: 0.40
810: 794: i love ppap death note version. ryuk is funny as hell | Sentiment: 5 stars | Score: 0.65
811: 795: 26:36 ranked 17th like her age when she debuted with this song | Sentiment: 1 star | Score: 0.29
812: 796: here before it gets copyrighted! (i hope it doesnt i love this video) | Sentiment: 1 star | Score: 0.64
813: 797: awesome | Sentiment: 5 stars | Score: 0.75
814: 798: had to add some of these songs to my playlist asap | Sentiment: 1 star | Score: 0.31
815: 799: 10〜20年前くらいのランキングも聴いてほしいな〜 | Sentiment: 5 stars | Score: 0.33
816: 800: 兄弟、僕も好きじゃないよppap | Sentiment: 5 stars | Score: 0.53
817: 801: you&#39;ll be the next youtuber moving to japan | Sentiment: 5 stars | Score: 0.38
818: 802: there once battle of fruits for the top 1 songs between lemon and pineapple (ppap), sometimes one beat others🤣 | Sentiment: 3 stars | Score: 0.22
819: 803: 日本の音楽を愛してくれてありがとうございます。 | Sentiment: 5 stars | Score: 0.65
820: 804: one ok rock !!!. hope nick react more oor | Sentiment: 5 stars | Score: 0.38
821: 805: &quot;them, yoasobi, they own this list man&quot; | Sentiment: 5 stars | Score: 0.42
822: *ppap appears* | Sentiment: 1 star | Score: 0.32
823: 806: eugh pine apple pen | Sentiment: 4 stars | Score: 0.25
824: 807: back number is so goated. | Sentiment: 1 star | Score: 0.48
825: 808: bro i wish i can meet you when you come to japan:) | Sentiment: 5 stars | Score: 0.42
826: 809: ppap was peak back in school in 2016 | Sentiment: 1 star | Score: 0.27
827: 810: currently mrs green apple is the best band in japan | Sentiment: 5 stars | Score: 0.73
828: 811: when kenshi yonezu creates songs for anime, i think he makes the melodies more catchy so that they’re easier for people outside japan to accept. “lemon” has a melody and lyrics that go very well, and i feel it reflects a sensibility that is closer to that of japanese people. | Sentiment: 4 stars | Score: 0.48
829: 812: こういう動画待ってた! | Sentiment: 1 star | Score: 0.26
830: 813: mashle op being top 10 after only 1 year | Sentiment: 5 stars | Score: 0.38
831: 814: 30:15 黄猿 | Sentiment: 1 star | Score: 0.29
832: 815: my top 10 jp bands/artists:1. bump of chicken2. one ok rock3. utada hikaru4. mrs. green apple5. miho komatsu6. flow7. official hige dandism8. sweet arms9. ikimonogakari10. babymetal | Sentiment: 5 stars | Score: 0.90
833: 816: wishing any of my current songs or future songs can be in there oneday | Sentiment: 1 star | Score: 0.25
834: 817: 20:47 that is indeed natori! would genuinely love to see you check out all his full songs on his channel 😂 pretty much every single one is an absolute bop and they all hit in very different ways (especially if you watch the pvs!) | Sentiment: 5 stars | Score: 0.47
835: 818: 急なppapに混乱してるの面白すぎる | Sentiment: 1 star | Score: 0.34
836: 819: 15:43 49 and we got the first idol song. really hope the top 50 isn’t dominated by idols.coming back to say it wasn’t. thank you japan for not being totally idol pilled. | Sentiment: 1 star | Score: 0.57
837: 820: no.88,85,66 masaki suda is no.77 kochino kento’s brother! | Sentiment: 5 stars | Score: 0.29
838: 821: 13:45 yesss please do back number reaction videos, their song is so good and it&#39;s so relatable😭🔥 | Sentiment: 5 stars | Score: 0.41
839: 822: most of these songs suck and no this is not better than american top 100 not even close stop glazing for views | Sentiment: 1 star | Score: 0.63
840: 823: the heck this top is my whole playlist | Sentiment: 5 stars | Score: 0.73
841: 824: 7:50 do it!! | Sentiment: 5 stars | Score: 0.43
842: 825: brazilian songs are trash too, nowadays 😂 | Sentiment: 1 star | Score: 0.68
843: 826: peak video | Sentiment: 5 stars | Score: 0.28
844: 827: wow, official hige dandism is bigger than i realized! i figured kenshi would have the most songs. | Sentiment: 5 stars | Score: 0.44
845: 828: sad to see no &quot;kiseki (キセキ) by gre4n boyz in here. still a list with such a huge amount of bangers. | Sentiment: 1 star | Score: 0.44
846: 829: i was surprised inferno was so high up! i figured when we saw mrs. green apple earlier that that would be about where inferno would&#39;ve been. i am happy it was so high on the list. | Sentiment: 5 stars | Score: 0.63
847: 830: 絶対one ok rockは他の曲リアクションした方がいいぞマジでかっけええから他の曲とかアーティストを馬鹿にしたいわけじゃないけどアニメの主題歌とか流行りの曲ばっかリアクションしてるのは正直勿体無い | Sentiment: 1 star | Score: 0.31
848: 831: it’s really sad for u that u think some anime really can beat this iconic tokyo drift ost, tf u on monkey??!! | Sentiment: 1 star | Score: 0.39
849: 832: vid so good it made my day brighter | Sentiment: 5 stars | Score: 0.61
850: 833: yoasobi owns the list ngl | Sentiment: 1 star | Score: 0.28
851: 834: 33:03 they love lemons😂😂 | Sentiment: 5 stars | Score: 0.70
852: 835: you definitely need to check out back number. they only make bangers. one of my favourite bans. | Sentiment: 5 stars | Score: 0.67
853: 836: go watch to 100 song country europe (uk, france, germany, spanish, italy, ukrain) | Sentiment: 5 stars | Score: 0.55
854: 837: i really want him to be blown away by mrs green apple with soranji and heaven | Sentiment: 1 star | Score: 0.26
855: 838: i’m on a 40 day streak with my japanese. you really just have to start. | Sentiment: 1 star | Score: 0.32
856: 839: 日本人の俺より知ってる曲多すぎでしょ。 | Sentiment: 5 stars | Score: 0.44
857: 840: tbf, if you were japanese you probably wouldn&#39;t be as loud and entertaining 😂 | Sentiment: 3 stars | Score: 0.37
858: 841: back number, mr children, one ok rock, hige dan, kana nishino, ikimono gakari and kiroro are my all time japanese band/singers | Sentiment: 5 stars | Score: 0.46
859: 842: kizaru song the best | Sentiment: 5 stars | Score: 0.71
860: 843: why would you hate your own country lol | Sentiment: 1 star | Score: 0.46
861: 844: i hope specialz is in thereedit: yeeeeesss | Sentiment: 3 stars | Score: 0.27
862: 845: ナイスリアクション✨😁 | Sentiment: 1 star | Score: 0.25
863: 846: because of back number that i clicked like in this videothe oral cigarettes too | Sentiment: 1 star | Score: 0.55
864: 847: can your provide link of the video? | Sentiment: 1 star | Score: 0.31
865: 848: nick, you don&#39;t have to learn the language to be able to sing along. after listening to the songs a few times, we can easily sing along | Sentiment: 4 stars | Score: 0.39
866: 849: ppap is peak | Sentiment: 5 stars | Score: 0.30
867: 850: it&#39;s not top 100 now.. it&#39;s ever | Sentiment: 1 star | Score: 0.33
868: 851: nick, please continue the bleach tybw reaction, even if it was a full reaction without the scene and sound. | Sentiment: 1 star | Score: 0.44
869: 852: 6:47 &quot;hai yorokonde&quot; by kocchi no kento is a fantastic bop and i&#39;d love to see your reaction to it! it was quite the trend to do the chorus dance in japan as well! the description of the song provides a decent idea of what the song is about as well and it&#39;s quite the relatable one! | Sentiment: 4 stars | Score: 0.47
870: 853: what’s your favorite japanese song? | Sentiment: 5 stars | Score: 0.58
871: 854: 68 by yorushika,you must react all off them song | Sentiment: 5 stars | Score: 0.32
872: 855: ppap was huge | Sentiment: 2 stars | Score: 0.30
873: 856: holy shit!!! idol is not in first place!!! | Sentiment: 1 star | Score: 0.94
874: 857: bro you know one ok rock ????? | Sentiment: 3 stars | Score: 0.30
875: 858: oneokrock🔥🔥🔥🔥 | Sentiment: 3 stars | Score: 0.23
876: 859: b4 came out like a year ago and it’s at 9th place..? | Sentiment: 1 star | Score: 0.28
877: 860: maid ✨akane 😆🥁🫶✨✨✨ | Sentiment: 5 stars | Score: 0.30
878: 861: masaki suda is an actor and singer. he is a popular actor who can play anything from serious roles to comedy and action roles. he plays the role of shinpachi in the live-action movie &quot;gintama.&quot; in his private life, he is known for his love of the yu-gi-oh card game. | Sentiment: 4 stars | Score: 0.39
879: 862: lest go babymetal | Sentiment: 1 star | Score: 0.31
880: 863: wow im early | Sentiment: 5 stars | Score: 0.51
881: 864: 8:38 damn ilove mrs green apple | Sentiment: 1 star | Score: 0.38
882: 865: suda masaki (菅田將暉) is one of the famous star in japan right now, including acting and singing. and actually the actress in the mv of vaundy&#39;s odoriko (踊り子) is his wife. | Sentiment: 4 stars | Score: 0.44
883: 866: casually waiting for the naruto mobile cinematics reaction: | Sentiment: 3 stars | Score: 0.27
884: 867: nick so based for loving one ok rock! not many people who watch anime know anything about them, they&#39;re seriously one of the biggest and at the same time most underrated band of all time!!! | Sentiment: 5 stars | Score: 0.46
885: 868: ppap | Sentiment: 1 star | Score: 0.30
886: 869: please do babymetal reaction nick! all of their music videos from theirvare literally babies | Sentiment: 1 star | Score: 0.82
887: 870: nice video, nicholas | Sentiment: 4 stars | Score: 0.39
888: 871: i was watching your boruto ep -17-18 but i accidentally clicked off of it and it vanished 😭🙏 | Sentiment: 1 star | Score: 0.57
889: 872: 🥸 | Sentiment: 1 star | Score: 0.23
890: 873: peak song 😌💗🎶 | Sentiment: 5 stars | Score: 0.34
891: 874: いいね | Sentiment: 3 stars | Score: 0.26
892: 875: japan city pop of 80s it’s just another level of vibebut in this top i heard just only one song of this style😢 wtf | Sentiment: 1 star | Score: 0.26
893: 876: sukidakara was my favorite among them :&gt; that&#39;s the first song played on this video. | Sentiment: 5 stars | Score: 0.44
894: 877: first time this early | Sentiment: 1 star | Score: 0.26
895: 878: wheres evangelion bro 😭 | Sentiment: 4 stars | Score: 0.24
896: 879: thank you!! nick! | Sentiment: 5 stars | Score: 0.56
897: 880: | Sentiment: 3 stars | Score: 0.24
898: 881: so early | Sentiment: 2 stars | Score: 0.33
899: 882: nice | Sentiment: 5 stars | Score: 0.43
900: 883: i can’t believe you’ve never heard of ppap 😭 back in the days it was all over like gangnam style was. | Sentiment: 1 star | Score: 0.36
901: 884: that&#39;s fire | Sentiment: 1 star | Score: 0.33
902: 885: how the hell did i get here so early? | Sentiment: 1 star | Score: 0.40
903: 886: we have been blessed with another 100 japan songs🙏🙏 | Sentiment: 5 stars | Score: 0.43
904: 887: second | Sentiment: 5 stars | Score: 0.30
905: 888: pen pineapple apple pen | Sentiment: 5 stars | Score: 0.30
906: 889: wow i’m so early | Sentiment: 5 stars | Score: 0.32
907: 890: first | Sentiment: 5 stars | Score: 0.35
